COMMUNE;ARM;IRIS;ACHL;AEMM;AEMMR;AGEMEN8;ANEM;ANEMR;ASCEN;BAIN;BATI;CATIRIS;CATL;CHAU;CHFL;CHOS;CLIM;CMBL;CUIS;DEROU;DIPLM;EAU;EGOUL;ELEC;EMPLM;GARL;HLML;ILETUDM;ILTM;IMMIM;INAIM;INEEM;INP11M;INP15M;INP17M;INP19M;INP24M;INP3M;INP60M;INP65M;INP5M;INP75M;INPAM;INPER;INPER1;INPER2;INPOM;INPSM;IPONDL;IRANM;METRODOM;NBPI;RECHM;REGION;SANI;SANIDOM;SEXEM;STAT_CONJM;STOCD;SURF;TACTM;TPM;TRANSM;TRIRIS;TYPC;TYPL;VOIT;WC;Texte
77288;ZZZZZ;772880602;B12;2007;9;80;011;03;1;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;13;Z;Z;Z;ZZ;1;2;Z;Z;2;3;0;0;0;0;1;0;0;1;1;0;1;0;1;0;1;0;0;1.14441797282588;1;M;05;0;11;2;ZZ;2;4;10;6;21;Z;Z;770321;3;2;0;Z;B12
77288;ZZZZZ;772880602;B12;2009;9;40;009;02;1;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;12;Z;Z;Z;16;1;2;Z;3;2;2;0;2;2;2;2;2;1;0;0;1;0;2;4;3;1;2;1;1.14441797282588;1;M;04;Z;11;2;ZZ;1;2;21;5;11;1;5;770321;3;2;1;Z;B12
77288;ZZZZZ;772880602;B12;2002;9;40;016;03;1;Z;Z;H;1;Z;1;Z;Z;3;Z;Z;16;Z;Z;Z;16;1;2;Z;3;2;1;0;0;0;0;1;0;0;0;0;0;0;1;1;1;0;1;0;1.14441797282588;1;M;03;Z;11;2;ZZ;1;6;10;4;11;1;6;770321;3;2;1;Z;B12
77288;ZZZZZ;772880602;B12;0000;0;YY;999;99;Y;Z;Z;H;2;Z;Y;Z;Z;Y;Z;Z;YY;Z;Z;Z;YY;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;1.14440555767874;Y;M;YY;Y;11;Y;ZZ;Y;Y;00;Y;YY;Y;Y;770321;Y;2;X;Z;B12
77288;ZZZZZ;772880602;B12;1979;6;80;039;05;1;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;17;Z;Z;Z;ZZ;1;2;1;Z;2;1;0;0;0;0;2;0;0;2;2;0;2;0;2;1;1;0;1;1.14441797282588;2;M;04;0;11;2;ZZ;1;1;10;5;21;Z;Z;770321;3;2;1;Z;B12
77288;ZZZZZ;772880602;B11;2016;9;25;002;01;1;Z;Z;H;1;Z;1;Z;Z;4;Z;Z;14;Z;Z;Z;12;2;2;Z;3;2;4;0;1;1;1;2;1;1;0;0;1;0;1;3;2;1;1;0;1.14441797282588;1;M;01;Z;11;2;ZZ;2;1;21;1;11;2;6;770321;3;2;0;Z;B11
77288;ZZZZZ;772880602;C100;0000;0;YY;999;99;Y;Z;Z;H;2;Z;Y;Z;Z;Y;Z;Z;YY;Z;Z;Z;YY;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;1.14440555767874;Y;M;YY;Y;11;Y;ZZ;Y;Y;00;Y;YY;Y;Y;770321;Y;2;X;Z;C100
77288;ZZZZZ;772880602;B11;2018;9;25;000;00;1;Z;Z;H;1;Z;1;Z;Z;4;Z;Z;14;Z;Z;Z;12;1;2;Z;3;2;2;0;0;0;0;2;0;0;0;0;0;0;2;2;1;1;2;1;1.14441797282588;1;M;02;Z;11;1;ZZ;2;1;21;3;11;2;6;770321;3;2;2;Z;B11
77288;ZZZZZ;772880602;B12;1998;8;80;020;04;2;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;12;Z;Z;Z;ZZ;1;2;Z;Z;2;3;0;0;0;0;1;0;0;1;1;0;1;0;1;0;1;0;0;1.14441797282588;1;M;04;0;11;2;ZZ;2;4;10;5;21;Z;Z;770321;3;2;0;Z;B12
77288;ZZZZZ;772880602;B12;2015;9;40;003;01;1;Z;Z;H;1;Z;1;Z;Z;1;Z;Z;14;Z;Z;Z;16;1;2;Z;2;2;1;0;1;1;1;2;2;0;0;0;0;0;2;3;2;1;2;2;1.14441797282588;1;M;03;Z;11;2;ZZ;2;5;21;4;11;1;5;770321;3;2;2;Z;B12
77288;ZZZZZ;772880602;B12;2017;9;20;001;00;1;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;18;Z;Z;Z;16;1;2;Z;1;2;3;0;0;0;0;2;2;0;0;0;0;0;2;2;1;1;2;0;1.14441797282588;2;M;02;Z;11;2;ZZ;1;3;23;3;11;1;2;770321;3;2;1;Z;B12
77288;ZZZZZ;772880602;B12;2017;9;65;001;00;1;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;17;Z;Z;Z;ZZ;1;2;Z;Z;2;1;0;0;0;0;1;0;0;1;1;0;1;0;1;1;0;0;0;1.14441797282588;1;M;04;9;11;2;ZZ;1;1;23;5;21;Z;Z;770321;3;2;0;Z;B12
77288;ZZZZZ;772880602;B12;1997;8;55;021;04;1;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;11;Z;Z;Z;ZZ;1;2;Z;Z;2;3;0;0;0;0;1;0;0;1;0;0;0;0;1;0;1;0;0;1.14441797282588;1;M;03;0;11;2;ZZ;2;5;21;5;21;Z;Z;770321;3;2;1;Z;B12
77288;ZZZZZ;772880602;C100;2016;9;65;002;01;1;Z;Z;H;1;Z;1;Z;Z;3;Z;Z;17;Z;Z;Z;ZZ;1;2;Z;Z;2;3;0;0;0;0;1;0;0;1;1;0;1;0;1;1;0;0;0;1.14441797282588;1;M;03;0;11;2;ZZ;1;6;21;4;21;Z;Z;770321;3;2;1;Z;C100
77288;ZZZZZ;772880602;B12;2012;9;40;006;02;1;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;14;Z;Z;Z;16;1;2;Z;2;2;3;0;0;0;0;1;0;0;0;0;0;0;1;1;1;0;1;0;1.14441797282588;1;M;02;Z;11;2;ZZ;1;6;21;3;11;1;5;770321;3;2;1;Z;B12
77288;ZZZZZ;772880602;B12;2010;9;55;008;02;1;Z;Z;H;1;Z;1;Z;Z;1;Z;Z;14;Z;Z;Z;16;1;2;Z;2;2;1;0;0;0;0;1;0;0;0;0;0;0;1;1;1;0;1;0;1.14441797282588;1;M;02;Z;11;2;ZZ;1;6;10;3;11;1;5;770321;3;2;1;Z;B12
77288;ZZZZZ;772880602;B12;2016;9;80;002;01;1;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;14;Z;Z;Z;ZZ;1;2;Z;Z;1;6;0;0;0;0;2;0;0;2;2;0;2;0;2;1;1;0;0;1.14441797282588;1;M;04;0;11;2;ZZ;1;1;10;5;21;Z;Z;770321;3;2;1;Z;B12
77288;ZZZZZ;772880602;B12;2005;9;80;013;03;1;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;17;Z;Z;Z;ZZ;1;2;Z;Z;2;1;0;0;0;0;1;0;0;1;1;0;1;0;1;1;0;0;0;1.14441797282588;1;M;03;0;11;2;ZZ;1;5;10;4;21;Z;Z;770321;3;2;1;Z;B12
77288;ZZZZZ;772880602;B12;2012;9;55;006;02;2;Z;Z;H;1;Z;1;Z;Z;6;Z;Z;14;Z;Z;Z;16;1;2;Z;2;2;1;0;0;0;0;1;0;0;0;0;0;0;1;1;1;0;1;0;1.14441797282588;1;M;02;Z;11;2;ZZ;1;6;21;3;11;1;5;770321;2;2;0;Z;B12
77288;ZZZZZ;772880602;B12;2016;9;25;002;01;1;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;18;Z;Z;Z;16;1;2;Z;1;2;3;0;0;0;0;1;0;0;0;0;0;0;1;1;1;0;1;0;1.14441797282588;1;M;02;Z;11;2;ZZ;1;6;21;2;11;1;5;770321;3;2;1;Z;B12
77288;ZZZZZ;772880602;B12;0000;0;YY;999;99;Y;Z;Z;H;4;Z;Y;Z;Z;Y;Z;Z;YY;Z;Z;Z;YY;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;1.14440555767874;Y;M;YY;Y;11;Y;ZZ;Y;Y;00;Y;YY;Y;Y;770321;Y;2;X;Z;B12
77288;ZZZZZ;772880602;B12;2004;9;65;014;03;1;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;13;Z;Z;Z;ZZ;1;2;Z;Z;2;2;0;0;0;0;2;0;0;2;2;0;0;0;2;1;1;0;0;1.14441797282588;1;M;03;0;11;2;ZZ;1;1;21;4;21;Z;Z;770321;3;2;1;Z;B12
77288;ZZZZZ;772880602;B12;2011;9;80;007;02;1;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;11;Z;Z;Z;ZZ;1;2;Z;Z;2;1;0;0;0;0;1;0;0;1;1;0;1;0;1;0;1;0;0;1.14441797282588;1;M;02;9;11;2;ZZ;2;4;21;2;21;Z;Z;770321;3;2;1;Z;B12
77288;ZZZZZ;772880602;B12;2014;9;25;004;01;1;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;18;Z;Z;Z;16;1;2;Z;2;2;3;0;0;0;0;1;0;0;0;0;0;0;1;1;0;1;1;0;1.14441797282588;1;M;02;Z;11;2;ZZ;2;6;10;3;11;1;3;770321;3;2;1;Z;B12
77288;ZZZZZ;772880602;B12;2016;9;20;002;01;1;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;18;Z;Z;Z;15;1;2;Z;3;2;1;0;0;0;0;2;1;0;0;0;0;0;1;2;0;2;1;1;1.14441797282588;1;M;04;Z;11;2;ZZ;2;6;10;5;11;1;6;770321;3;2;2;Z;B12
77288;ZZZZZ;772880602;B12;2015;9;40;003;01;1;Z;Z;H;1;Z;1;Z;Z;4;Z;Z;12;Z;Z;Z;16;1;2;Z;3;1;6;0;4;4;4;2;4;1;0;0;2;0;2;6;3;3;2;1;1.14441797282588;1;M;03;Z;11;2;ZZ;1;1;21;4;11;1;5;770321;3;2;2;Z;B12
77288;ZZZZZ;772880602;B12;2001;9;55;017;03;1;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;14;Z;Z;Z;16;1;2;Z;1;2;3;1;0;0;0;2;1;0;1;0;0;0;2;3;1;2;2;1;1.14441797282588;1;M;04;Z;11;2;ZZ;1;1;10;6;11;1;5;770321;3;2;1;Z;B12
77288;ZZZZZ;772880602;B11;2017;9;25;001;00;1;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;16;Z;Z;Z;22;1;2;Z;1;1;6;0;1;1;1;2;1;1;0;0;1;0;2;3;2;1;2;1;1.14441797282588;3;M;04;Z;11;2;ZZ;2;1;10;5;11;1;6;770321;3;2;2;Z;B11
77288;ZZZZZ;772880602;B12;2010;9;40;008;02;1;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;18;Z;Z;Z;16;1;2;3;3;2;3;0;0;0;0;1;0;0;0;0;0;0;1;1;0;1;1;1;1.14441797282588;1;M;04;Z;11;2;ZZ;2;6;10;4;11;1;6;770321;3;2;0;Z;B12
77288;ZZZZZ;772880602;B12;2008;9;80;010;03;1;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;13;Z;Z;Z;ZZ;1;2;Z;Z;2;3;0;0;0;0;2;0;0;2;2;0;2;0;2;1;1;0;0;1.14441797282588;1;M;05;0;11;2;ZZ;1;1;10;6;21;Z;Z;770321;3;2;1;Z;B12
77288;ZZZZZ;772880602;B12;2014;9;40;004;01;1;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;16;Z;Z;Z;15;1;2;4;1;2;3;0;0;0;0;2;0;0;0;0;0;0;2;2;1;1;2;2;1.14441797282588;1;M;03;Z;11;2;ZZ;2;1;10;5;11;1;1;770321;3;2;1;Z;B12
77288;ZZZZZ;772880602;B12;2015;9;25;003;01;1;Z;Z;H;1;Z;1;Z;Z;1;Z;Z;02;Z;Z;Z;ZZ;2;2;Z;Z;2;2;0;0;0;0;1;0;0;0;0;0;0;1;1;1;0;0;0;1.14441797282588;1;M;02;2;11;2;ZZ;1;6;21;2;12;Z;Z;770321;3;2;1;Z;B12
77288;ZZZZZ;772880602;A11;1986;7;65;032;05;2;Z;Z;H;1;Z;2;Z;Z;2;Z;Z;19;Z;Z;Z;ZZ;1;2;Z;Z;2;2;0;0;0;0;2;0;0;2;2;0;1;0;2;1;1;0;0;4.35715008994962;1;M;07;0;11;2;ZZ;1;1;10;7;21;Z;Z;770321;1;1;1;Z;A11
77288;ZZZZZ;772880602;A11;1995;8;55;023;04;2;Z;Z;H;1;Z;2;Z;Z;2;Z;Z;13;Z;Z;Z;16;1;2;Z;2;1;6;0;0;0;0;1;0;0;1;0;0;0;1;1;1;0;1;0;4.35715008994962;1;M;05;Z;11;2;ZZ;1;4;10;6;11;1;5;770321;1;1;0;Z;A11
77288;ZZZZZ;772880602;B11;2015;9;55;003;01;2;Z;Z;H;1;Z;2;Z;Z;2;Z;Z;18;Z;Z;Z;22;1;2;Z;1;2;2;0;0;0;0;1;0;0;1;0;0;0;1;1;0;1;1;0;4.35715008994962;1;M;02;Z;11;2;ZZ;2;6;21;2;11;1;2;770321;3;2;1;Z;B11
77288;ZZZZZ;772880602;A11;0000;0;YY;999;99;Y;Z;Z;H;4;Z;Y;Z;Z;Y;Z;Z;YY;Z;Z;Z;YY;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;4.35710282167811;Y;M;YY;Y;11;Y;ZZ;Y;Y;00;Y;YY;Y;Y;770321;Y;2;X;Z;A11
77288;ZZZZZ;772880602;B11;2015;9;55;003;01;2;Z;Z;H;1;Z;2;Z;Z;2;Z;Z;18;Z;Z;Z;22;1;2;Z;1;2;2;0;0;0;0;1;0;0;1;0;0;0;1;1;0;1;1;0;4.35715008994962;1;M;02;Z;11;2;ZZ;2;6;21;2;11;1;2;770321;3;2;1;Z;B11
77288;ZZZZZ;772880602;B11;2015;9;20;003;01;2;Z;Z;H;1;Z;3;Z;Z;4;Z;Z;14;Z;Z;Z;ZZ;2;2;3;Z;2;3;1;0;0;0;1;1;0;0;0;0;0;0;1;1;0;0;1;4.35715008994962;1;M;02;0;11;2;ZZ;1;3;21;2;22;Z;Z;770321;3;2;0;Z;B11
77288;ZZZZZ;772880602;A12;2016;9;80;002;01;2;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;02;Z;Z;Z;ZZ;2;2;Z;Z;2;3;0;0;0;0;1;0;0;1;1;0;1;0;1;0;1;0;0;4.35715008994962;1;M;02;0;11;2;ZZ;2;4;21;3;21;Z;Z;770321;3;2;0;Z;A12
77288;ZZZZZ;772880602;A12;1984;7;55;034;05;2;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;14;Z;Z;Z;16;1;2;Z;1;2;3;0;0;0;0;1;0;0;0;0;0;0;1;1;1;0;1;0;4.35715008994962;1;M;02;Z;11;2;ZZ;1;6;10;2;11;1;5;770321;3;2;2;Z;A12
77288;ZZZZZ;772880602;A12;2016;9;25;002;01;2;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;12;Z;Z;Z;ZZ;1;2;Z;Z;2;2;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;4.35715008994962;1;M;01;0;11;1;ZZ;2;6;21;1;25;Z;Z;770321;3;2;0;Z;A12
77288;ZZZZZ;772880602;B12;2017;9;25;001;00;2;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;18;Z;Z;Z;ZZ;2;2;Z;Z;2;3;0;0;0;0;2;1;0;0;0;0;0;2;2;1;1;1;0;4.35715008994962;3;M;02;1;11;2;ZZ;1;3;21;2;12;Z;Z;770321;3;2;2;Z;B12
77288;ZZZZZ;772880602;A12;2016;9;25;002;01;2;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;16;Z;Z;Z;16;2;2;Z;3;2;2;0;0;0;0;1;0;0;0;0;0;0;1;1;0;1;1;0;4.35715008994962;1;M;02;Z;11;1;ZZ;2;6;21;2;11;1;6;770321;3;2;0;Z;A12
77288;ZZZZZ;772880602;A12;0000;0;YY;999;99;Y;Z;Z;H;2;Z;Y;Z;Z;Y;Z;Z;YY;Z;Z;Z;YY;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;4.35710282167811;Y;M;YY;Y;11;Y;ZZ;Y;Y;00;Y;YY;Y;Y;770321;Y;2;X;Z;A12
77288;ZZZZZ;772880602;A12;1990;8;65;028;04;2;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;13;Z;Z;Z;ZZ;2;2;Z;Z;2;3;0;0;0;0;1;0;0;1;1;0;0;0;1;0;1;0;0;4.35715008994962;1;M;02;0;11;2;ZZ;2;6;21;3;21;Z;Z;770321;3;2;0;Z;A12
77288;ZZZZZ;772880602;B11;2017;9;25;001;00;2;Z;Z;H;1;Z;1;Z;Z;4;Z;Z;17;Z;Z;Z;16;2;2;Z;3;2;2;0;0;0;0;2;0;0;0;0;0;0;2;2;1;1;2;0;4.35715008994962;4;M;02;Z;11;2;ZZ;1;1;23;2;11;1;6;770321;3;2;1;Z;B11
77288;ZZZZZ;772880602;A12;1959;4;80;059;07;2;Z;Z;H;1;Z;1;Z;Z;3;Z;Z;01;Z;Z;Z;ZZ;2;2;Z;Z;2;3;0;0;0;0;1;0;0;1;1;0;1;0;1;0;1;0;0;4.35715008994962;1;M;02;0;11;0;ZZ;2;6;21;3;25;Z;Z;770321;1;2;0;Z;A12
77288;ZZZZZ;772880602;A12;2009;9;40;009;02;2;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;17;Z;Z;Z;16;2;2;Z;2;2;2;0;0;0;0;1;0;0;0;0;0;0;1;1;0;1;1;0;4.35715008994962;1;M;03;Z;11;2;ZZ;2;6;10;3;11;1;5;770321;3;2;1;Z;A12
77288;ZZZZZ;772880602;A12;2016;9;55;002;01;2;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;13;Z;Z;Z;16;2;2;Z;3;2;6;0;0;0;0;2;0;0;1;0;0;0;1;2;1;1;1;0;4.35715008994962;1;M;02;Z;11;2;ZZ;2;1;21;3;11;1;6;770321;3;2;0;Z;A12
77288;ZZZZZ;772880602;A12;2013;9;40;005;02;2;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;12;Z;Z;Z;16;2;2;Z;3;2;2;0;1;1;1;1;1;0;0;0;0;0;1;2;0;2;1;1;4.35715008994962;1;M;02;Z;11;2;ZZ;2;6;10;2;11;1;6;770321;3;2;1;Z;A12
77288;ZZZZZ;772880602;C115;2015;9;40;003;01;2;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;18;Z;Z;Z;16;2;2;Z;3;1;6;0;0;1;1;1;1;0;0;0;0;0;1;2;1;1;1;1;4.35715008994962;1;M;03;Z;11;2;ZZ;2;5;10;2;11;2;6;770321;1;2;0;Z;C115
77288;ZZZZZ;772880602;A12;2007;9;65;011;03;2;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;19;Z;Z;Z;ZZ;1;2;Z;Z;2;3;0;0;0;0;1;0;0;1;1;0;1;0;1;1;0;0;0;4.35715008994962;1;M;02;9;11;2;ZZ;1;6;10;2;21;Z;Z;770321;3;2;1;Z;A12
77288;ZZZZZ;772880602;A12;2010;9;25;008;02;2;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;14;Z;Z;Z;16;2;2;Z;2;2;3;0;0;0;0;1;0;0;0;0;0;0;1;1;0;1;1;0;4.35715008994962;1;M;03;Z;11;2;ZZ;2;6;10;3;11;1;6;770321;3;2;0;Z;A12
77288;ZZZZZ;772880602;A12;2017;9;65;001;00;2;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;18;Z;Z;Z;ZZ;2;2;Z;Z;2;3;0;0;0;0;1;0;0;1;1;0;1;0;1;1;0;0;0;4.35715008994962;2;M;03;0;11;2;ZZ;1;4;21;3;21;Z;Z;770321;3;2;1;Z;A12
77288;ZZZZZ;772880602;A12;2000;9;40;018;03;2;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;13;Z;Z;Z;16;2;2;Z;2;2;1;0;0;0;0;1;0;0;0;0;0;0;1;1;1;0;1;0;4.35715008994962;1;M;02;Z;11;1;ZZ;1;6;10;2;11;1;5;770321;3;2;0;Z;A12
77288;ZZZZZ;772880602;A12;2002;9;65;016;03;2;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;12;Z;Z;Z;ZZ;2;2;Z;Z;1;6;0;0;0;0;2;0;0;2;2;0;0;0;2;1;1;0;0;4.35715008994962;1;M;02;0;11;2;ZZ;1;1;10;2;21;Z;Z;770321;3;2;0;Z;A12
77288;ZZZZZ;772880602;A12;0000;0;YY;999;99;Y;Z;Z;H;4;Z;Y;Z;Z;Y;Z;Z;YY;Z;Z;Z;YY;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;4.35710282167811;Y;M;YY;Y;11;Y;ZZ;Y;Y;00;Y;YY;Y;Y;770321;Y;2;X;Z;A12
77288;ZZZZZ;772880602;A12;1998;8;40;020;04;2;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;13;Z;Z;Z;16;1;2;Z;1;2;1;0;0;0;0;1;0;0;0;0;0;0;1;1;0;1;1;0;4.35715008994962;1;M;03;Z;11;2;ZZ;2;5;10;3;11;1;5;770321;3;2;1;Z;A12
77288;ZZZZZ;772880602;B11;2017;9;25;001;00;2;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;17;Z;Z;Z;16;1;2;Z;2;2;1;0;0;0;0;1;0;0;0;0;0;0;1;1;1;0;1;0;4.35715008994962;3;M;03;Z;11;2;ZZ;1;6;10;3;11;1;6;770321;3;2;1;Z;B11
77288;ZZZZZ;772880602;B11;0000;0;YY;999;99;Y;Z;Z;H;4;Z;Y;Z;Z;Y;Z;Z;YY;Z;Z;Z;YY;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;4.35710282167811;Y;M;YY;Y;11;Y;ZZ;Y;Y;00;Y;YY;Y;Y;770321;Y;2;X;Z;B11
77288;ZZZZZ;772880602;B11;2014;9;25;004;01;2;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;16;Z;Z;Z;16;2;2;Z;3;2;1;0;0;0;0;1;0;0;0;0;0;0;1;1;0;1;1;0;4.35715008994962;1;M;02;Z;11;2;ZZ;2;6;21;2;11;1;5;770321;1;2;1;Z;B11
77288;ZZZZZ;772880602;B12;2017;9;40;001;00;2;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;18;Z;Z;Z;12;2;2;Z;2;1;6;0;0;0;0;1;0;0;0;0;0;0;1;1;1;0;1;0;4.35715008994962;2;M;02;Z;11;2;ZZ;1;5;21;2;11;1;6;770321;3;2;1;Z;B12
77288;ZZZZZ;772880602;A12;2018;9;40;000;00;2;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;18;Z;Z;Z;16;2;2;Z;3;2;6;0;0;0;0;2;0;0;0;0;0;0;2;2;2;0;2;0;4.35715008994962;4;M;03;Z;11;2;ZZ;1;2;10;3;11;1;6;770321;3;2;0;Z;A12
77288;ZZZZZ;772880602;A12;2015;9;25;003;01;2;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;18;Z;Z;Z;16;2;2;3;3;2;2;0;0;0;0;1;0;0;0;0;0;0;1;1;1;0;1;1;4.35715008994962;1;M;02;Z;11;2;ZZ;1;6;21;2;11;2;6;770321;3;2;0;Z;A12
77288;ZZZZZ;772880602;B12;2012;9;20;006;02;2;Z;Z;H;1;Z;1;Z;Z;4;Z;Z;17;Z;Z;Z;14;2;2;3;3;2;1;0;0;0;0;1;1;0;0;0;0;0;1;1;1;0;1;1;4.35715008994962;1;M;01;Z;11;2;ZZ;1;3;21;1;11;1;6;770321;3;2;0;Z;B12
77288;ZZZZZ;772880602;C115;2015;9;25;003;01;1;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;18;Z;Z;Z;16;1;1;Z;1;1;6;0;0;0;0;2;0;0;0;0;0;0;2;2;1;1;2;0;1.14441797282588;1;M;02;Z;11;2;ZZ;2;1;22;3;11;1;6;770321;3;2;1;Z;C115
77288;ZZZZZ;772880602;C115;2015;9;40;003;01;1;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;13;Z;Z;Z;16;1;1;Z;2;2;1;0;0;0;0;1;0;0;0;0;0;0;1;1;1;0;1;0;1.14441797282588;1;M;03;Z;11;2;ZZ;1;6;22;3;11;1;5;770321;3;2;1;Z;C115
77288;ZZZZZ;772880602;C115;2016;9;25;002;01;2;Z;Z;H;1;Z;1;Z;Z;4;Z;Z;13;Z;Z;Z;12;1;1;Z;3;2;1;0;0;0;0;1;0;0;0;0;0;0;1;1;1;0;1;0;1.14441797282588;1;M;03;Z;11;2;ZZ;1;6;22;3;11;1;5;770321;3;2;1;Z;C115
77288;ZZZZZ;772880602;C100;2016;9;25;002;01;1;Z;Z;H;1;Z;1;Z;Z;1;Z;Z;14;Z;Z;Z;ZZ;2;1;Z;Z;1;6;0;0;0;0;1;0;0;0;0;0;0;1;1;1;0;0;0;1.14441797282588;1;M;02;2;11;2;ZZ;1;6;22;2;12;Z;Z;770321;3;2;0;Z;C100
77288;ZZZZZ;772880602;C100;2016;9;25;002;01;1;Z;Z;H;1;Z;1;Z;Z;1;Z;Z;14;Z;Z;Z;ZZ;2;1;Z;Z;1;6;0;0;0;0;1;0;0;0;0;0;0;1;1;1;0;0;0;1.14441797282588;1;M;02;2;11;2;ZZ;1;6;22;2;12;Z;Z;770321;3;2;0;Z;C100
77288;ZZZZZ;772880602;C115;2015;9;25;003;01;1;Z;Z;H;1;Z;1;Z;Z;1;Z;Z;15;Z;Z;Z;15;1;1;Z;3;2;2;0;1;1;1;1;1;1;0;0;1;0;1;2;2;0;1;1;1.14441797282588;1;M;03;Z;11;2;ZZ;1;6;22;4;11;1;6;770321;3;2;0;Z;C115
77288;ZZZZZ;772880602;C115;2015;9;25;003;01;1;Z;Z;H;1;Z;1;Z;Z;1;Z;Z;15;Z;Z;Z;15;1;1;Z;3;2;2;0;1;1;1;1;1;1;0;0;1;0;1;2;2;0;1;1;1.14441797282588;1;M;03;Z;11;2;ZZ;1;6;22;4;11;1;6;770321;3;2;0;Z;C115
77288;ZZZZZ;772880602;C115;2016;9;20;002;01;1;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;16;Z;Z;Z;16;1;1;Z;3;1;6;0;0;0;0;1;1;0;0;0;0;0;1;1;1;0;1;0;1.14441797282588;1;M;03;Z;11;2;ZZ;1;6;23;3;11;1;6;770321;3;2;0;Z;C115
77288;ZZZZZ;772880602;C115;2015;9;40;003;01;1;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;17;Z;Z;Z;21;1;1;Z;1;1;6;0;1;1;1;1;1;0;0;0;1;0;1;2;1;1;1;0;1.14441797282588;1;M;03;Z;11;2;ZZ;2;5;22;4;11;1;1;770321;3;2;0;Z;C115
77288;ZZZZZ;772880602;C114;2015;9;25;003;01;2;Z;Z;H;1;Z;1;Z;Z;1;Z;Z;15;Z;Z;Z;21;1;1;Z;1;2;1;0;2;2;2;2;2;2;0;0;2;0;2;4;3;1;2;2;1.14441797282588;1;M;03;Z;11;2;ZZ;1;1;22;4;11;1;6;770321;1;2;1;Z;C114
